"X"	gene	Excel_gene	exTh17	YFPNeg	Th17	LN_Naive	LN_Memory
17822	Duox1	'Duox1	0	0	0	0	0
17823	Gm14085,Slc28a2	'\Gm14085,Slc28a2\	9.30922	10.241	6.37006	25.4865	24.0153
17824	Gm14086	'Gm14086	0	0	0	0	0
17825	Spata5l1	'Spata5l1	0.285468	0.237355	0.041381	0.054661	0.0684998
17826	AA467197,Mir147	'\AA467197,Mir147\	20.7563	22.4904	38.1063	2.60874	0.457764
17827	4930417H01Rik	'4930417H01Rik	0	0	0	0	0.05188
17828	Bloc1s6	'Bloc1s6	25.6449	18.2302	18.7578	16.4793	23.2478
17829	Sqrdl	'Sqrdl	8.21406	7.75832	24.7662	13.2517	7.59486
17830	Gm13989	'Gm13989	0	0	0	0	0
17831	Gm13988	'Gm13988	0.209285	0	0	0	0.324955
17832	Sema6d	'Sema6d	0.186185	1.01252	1.06105	0.00801219	0.0302665
17833	Gm13994	'Gm13994	0	0	3.68178	0	0
17834	Slc24a5	'Slc24a5	0.0882079	0.314084	0	0.0141065	0.0409644
17835	Gm22352	'Gm22352	0	0	0	0	0
17836	Ctxn2	'Ctxn2	0	0	0	0	0
17837	Slc12a1	'Slc12a1	0	0	0	0	0
17838	Dut	'Dut	34.4759	37.1868	42.5677	34.4345	37.0706
17839	Dut	'Dut	0	0	0	0	0
17840	A530010F05Rik	'A530010F05Rik	0	0	0	0	0.0627128
17841	Gm9913	'Gm9913	0	0	0	0	0
17842	Eid1	'Eid1	10.5414	7.32334	17.1909	9.65854	8.26337
17843	Galk2	'Galk2	14.9135	7.78417	13.5478	21.252	17.5465
17844	Fgf7	'Fgf7	0	0	0	0	0
17845	Dtwd1	'Dtwd1	4.07035	4.38371	6.23678	15.2938	9.69914
17846	Gm17555	'Gm17555	2.69318	3.05252	3.17087	4.56013	2.70745
17847	Slc27a2	'Slc27a2	0.0491325	0	0	0	0
17848	Gm27003	'Gm27003	0.944499	0.659371	0.279874	0	0.796237
17849	Usp8	'Usp8	14.4387	14.3304	15.7728	10.752	7.73908
17850	Trpm7	'Trpm7	1.02361	0.298143	0.566878	2.61777	1.11306
17851	Trpm7	'Trpm7	2.37048	2.11055	0	2.44191	4.44741
17852	Gm14212	'Gm14212	0.170007	0	0	0	0
17853	Ap4e1	'Ap4e1	1.92212	0.831388	1.49858	2.04696	2.12124
17854	Gm24081	'Gm24081	0	3.01099	0	5.747	3.02074
17855	Blvra	'Blvra	51.0862	61.516	95.3219	44.3453	64.2701
17856	Snrnp200	'Snrnp200	15.9302	13.8446	9.02789	13.059	23.633
17857	Tmem127	'Tmem127	22.7765	18.0388	8.83534	19.6925	28.1468
17858	Stard7	'Stard7	7.68404	9.08538	7.52399	13.9426	12.9934
17859	Dusp2	'Dusp2	25.7191	58.0517	22.7569	35.9427	55.6619
17860	Astl	'Astl	0.522331	0.0173342	0.0217502	0	0.149434
17861	Adra2b	'Adra2b	0.0816467	0.0399322	0	0	0
17862	Gpat2	'Gpat2	0	0	0	0	0
17863	Mrps5	'Mrps5	58.9618	56.973	46.9572	57.8147	78.5761
17864	Gm22889	'Gm22889	0	0	0	0	0
17865	Gm14245	'Gm14245	0	0	0	0	0
17866	Gm14244	'Gm14244	0	0	0	0	0
17867	Acoxl	'Acoxl	1.15106	0.153366	5.30752	0.167308	0.610474
17868	Gm22411	'Gm22411	0	2.48907	0	0	0
17869	Gm23101	'Gm23101	0	0	0	0	0
17870	Bcl2l11	'Bcl2l11	21.7829	44.6756	25.1852	5.1707	3.23985
17871	Gm14009	'Gm14009	0	0	0	0	0
17872	Gm14010	'Gm14010	0.662452	3.16804	0	0	0
17873	Gm355	'Gm355	0	0	0	0	0
17874	Gm14007	'Gm14007	0	0	0	0	0
17875	Mertk	'Mertk	1.57937	0.261074	1.77532	0	0.00323421
17876	Gm23172	'Gm23172	0	0	0	0	0
17877	Tmem87b	'Tmem87b	4.99202	3.806	2.37644	4.14831	3.05773
17878	Fbln7	'Fbln7	0	0	0	0	0.0195518
17879	Gm14027,Zc3h6	'\Gm14027,Zc3h6\	1.34814	1.09284	0.320229	2.01595	2.30735
17880	Ttl	'Ttl	3.57396	1.24591	3.65739	0.0294946	0.584371
17881	Polr1b	'Polr1b	3.86242	1.45824	0.132003	5.72211	4.19639
17882	Chchd5	'Chchd5	10.1571	15.9455	3.62927	31.8974	26.5859
17883	Gm14026	'Gm14026	0.00883958	0.0117839	0.0295615	0.0147344	0.00825107
17884	Gm14029	'Gm14029	0.288368	2.02786	0	0	0
17885	Slc20a1	'Slc20a1	39.2248	20.3075	23.9921	13.4769	11.101
17886	A730036I17Rik	'A730036I17Rik	0.0547525	0	0	0	0
17887	Gm14024	'Gm14024	0	0	0	0	0
17888	Gm14023	'Gm14023	0.444955	0.87938	0.995533	0.820201	1.34757
17889	Gm14047	'Gm14047	0	1.38405	0	0	0.0121381
17890	Sirpa	'Sirpa	14.7453	9.17696	8.3437	0	1.55777
17891	Gm14046	'Gm14046	0.316332	0.129814	0.13525	0.1342	0.370459
17892	Stk35	'Stk35	1.12288	0.416278	0.358496	0.124428	0.247594
17893	Tgm3	'Tgm3	0.0898224	0.0282271	0.0486095	0	0
17894	Gm22424	'Gm22424	0	0	0	0	0
17895	Gm24665	'Gm24665	0	0	0	0	0
17896	AU015228	'AU015228	0	0	0	0	0
17897	Tgm6	'Tgm6	0	0	0	0	0
17898	Tmc2	'Tmc2	0.0087281	0.00890644	0	0.0139452	0.0176178
17899	Gm23187,Gm23650,Gm24451,Nop56,Snord57	'\Gm23187,Gm23650,Gm24451,Nop56,Snord57\	169.178	223.195	129.595	137.793	83.9193
17900	Snord110	'Snord110	0	0	0	0	0
17901	Ebf4	'Ebf4	0	0	0	0	0
17902	Gm14042	'Gm14042	0	0	0	0	0
17903	1700020A23Rik	'1700020A23Rik	0	0	0.263642	0	0.124905
17904	Tmem239	'Tmem239	0	0	0	0	0
17905	Vps16	'Vps16	30.9947	27.9896	16.9567	42.1927	28.1653
17906	Ptpra	'Ptpra	15.6901	14.087	17.8543	26.9165	16.0561
17907	Mrps26	'Mrps26	17.0498	10.4075	10.392	20.3553	11.6871
17908	Oxt	'Oxt	0	0	0	0	0
17909	Itpa	'Itpa	21.285	25.8288	34.7716	27.2423	28.5453
17910	4930402H24Rik	'4930402H24Rik	0.470018	0.729047	0.152655	0	0.94918
17911	4930402H24Rik	'4930402H24Rik	1.15178	0.548719	0.104753	0	0.316109
17912	4930402H24Rik	'4930402H24Rik	0.0846157	0.288083	1.78881	0	0.125792
17913	4930402H24Rik	'4930402H24Rik	0.152216	0.778853	0.691677	1.39607	0.203009
17914	Gm14048	'Gm14048	0.407345	0.454527	0.17339	0.615059	0.582282
17915	4930402H24Rik	'4930402H24Rik	0.157	0.170782	0.0151453	0.282443	1.07729
17916	Atrn	'Atrn	1.53378	3.22243	0.958974	1.31305	1.77049
17917	Gm14049	'Gm14049	0.602061	0	0	0.142875	0.53332
17918	Hspa12b	'Hspa12b	0.0181903	0	0.0153019	0	0
17919	Gm11037	'Gm11037	0	0	0	0	0
17920	Gm14232	'Gm14232	0	0	0	0	0
17921	Cdc25b	'Cdc25b	11.4347	14.5254	1.97194	5.37316	18.1123
17922	Ap5s1	'Ap5s1	11.7073	12.3471	17.6988	6.75938	19.8314
17923	Mavs	'Mavs	5.4334	2.70776	0.784136	10.8676	9.21139
17924	Gm14233,Pank2	'\Gm14233,Pank2\	14.5602	12.3139	6.43333	8.95896	9.14371
17925	Mir103-2	'Mir103-2	0	0	0	0	0
17926	Smox	'Smox	75.4799	29.0318	86.3152	3.7675	4.84575
17927	Gm14285	'Gm14285	0	0	0	0	0
17928	4930425F17Rik	'4930425F17Rik	0.0650834	0.0438952	0	0.0685746	0.0221682
17929	Gm14281	'Gm14281	0	0	0	0	0
17930	Lamr1-ps1	'Lamr1-ps1	0	0	0	0	0
17931	PRND,Prnd,Prnp	'\PRND,Prnd,Prnp\	17.9819	20.4346	19.049	14.6129	17.2519
17932	Gm14052	'Gm14052	0.0364351	0	0	0	0.13931
17933	Gm14051	'Gm14051	0	0	0	0	0
17934	AV099323	'AV099323	0.686614	0.211966	0	0.960972	0.853423
17935	Cds2	'Cds2	10.6345	8.45765	7.5109	7.16974	6.24422
17936	4921508D12Rik	'4921508D12Rik	0	0	0	0	0
17937	1700026D11Rik	'1700026D11Rik	0.27343	0.328119	0	0.141088	0
17938	AU019990	'AU019990	0.083496	0.0588879	0	0	0
17939	Rpl23a-ps4	'Rpl23a-ps4	0	0	0	0	0
17940	Gm14098	'Gm14098	0	0	0	0	0
17941	1110034G24Rik	'1110034G24Rik	37.1222	55.4957	22.1132	41.4369	52.2473
17942	Gm22245	'Gm22245	0	0	0	0	0
17943	Chgb	'Chgb	0	0	1.47734	0	0
17944	Mcm8	'Mcm8	0.593675	0.583355	0.245202	0.369159	0.75364
17945	Crls1	'Crls1	5.61138	2.40578	10.7849	3.71108	6.52823
17946	Gm14102	'Gm14102	0	0	0	0	0
17947	Gm25704	'Gm25704	0	0	0	0	0
17948	Gm14094	'Gm14094	0	0	0	0	0
17949	U6	'U6	0	0	0	0	0
17950	A430048G15Rik	'A430048G15Rik	0	0	0	0	0
17951	Gm14100	'Gm14100	0	0	0	0	0
17952	Bmp2	'Bmp2	0.19218	0	0.0284461	0	0
17953	Mir3090	'Mir3090	0	0	0	0	0
17954	Plcb1	'Plcb1	1.74888	0.388082	0.784508	0	0
17955	Gm14036	'Gm14036	0.0789327	0.328573	0.29432	0.346936	0.369345
17956	Gm14074	'Gm14074	0.160408	0	4.41902	0	0
17957	Plcb4	'Plcb4	9.99449	2.4701	4.63671	0	2.31899
17958	Gm14209	'Gm14209	0	0	0	0	0
17959	Lamp5	'Lamp5	0	0	0	0	0
17960	Gm14218	'Gm14218	0	0	0	0	0
17961	Gm14056	'Gm14056	0.0250828	0.0552536	0	0.147017	0.0824495
17962	Ankef1,BC034902	'\Ankef1,BC034902\	0	0	0	0	0
17963	Snap25	'Snap25	0.0769779	0	0.0246393	0	0
17964	Slx4ip	'Slx4ip	1.80126	0.926126	0.423476	1.16877	1.84273
17965	Gm14055	'Gm14055	0	0	0	0	0
17966	Gm14064	'Gm14064	0	0	0	0	0
17967	Btbd3	'Btbd3	0	0	0.010743	0	0.0269659
17968	Gm14061	'Gm14061	0	0	0	0	0
17969	Mir1952	'Mir1952	0	0	0	0	0
17970	Gm14065	'Gm14065	0	0	0	0	0
17971	Sptlc3	'Sptlc3	0.25735	0	0	0	0
17972	U6	'U6	0	0	0	0	0
17973	Ism1	'Ism1	0	0	0	0.00863253	0
17974	Gm14070	'Gm14070	0.167434	0	0	0	0.102179
17975	Gm14068	'Gm14068	0.655343	0	0	0	0.171768
17976	Gm17374	'Gm17374	0	0	0	0	0
17977	Ndufaf5	'Ndufaf5	9.21412	14.0997	16.0282	16.3507	12.5567
17978	Gm14079	'Gm14079	0	0	0	0	0
17979	Macrod2	'Macrod2	1.70167	1.22892	0.263153	0.0654782	0.122541
17980	Gm14080	'Gm14080	0	0	0	0	0
17981	Gm25583	'Gm25583	0	0	0	0	0
17982	Fau-ps1	'Fau-ps1	0	0	0	0	0
17983	Gm23179	'Gm23179	0	0	0	0	0
17984	Rpl26-ps5	'Rpl26-ps5	0	0	0	0	0
17985	Gm14081	'Gm14081	0.0137211	0	0	0	0
17986	Gm22310	'Gm22310	0	0	0	0	0
17987	4930511F01Rik	'4930511F01Rik	0	0.338848	0	0	0
17988	Snrpb2	'Snrpb2	74.6666	95.6894	88.6558	117.112	135.465
17989	Otor	'Otor	0	0	0	0	0
17990	Gm11644	'Gm11644	0	0	0	0	0
17991	Pcsk2	'Pcsk2	0	0	0	0	0
17992	Rps13-ps6	'Rps13-ps6	0	0	0	0	0
17993	Gm11673	'Gm11673	0	0	0	0	0
17994	Gm11686	'Gm11686	0.205653	0.146723	1.06088	0.375673	0.570741
17995	Dstn	'Dstn	50.6884	51.3367	83.0234	6.89531	22.8493
17996	Banf2	'Banf2	0	0	0	0	0
17997	4930444E06Rik	'4930444E06Rik	0	0	0	0	0
17998	Mgme1	'Mgme1	2.61268	1.91789	2.87309	3.03468	5.35129
17999	1700108N11Rik	'1700108N11Rik	0	0	0	0	0
18000	Gm11700	'Gm11700	0	0	0	0	0
18001	Csrp2bp,Pet117	'\Csrp2bp,Pet117\	4.59759	3.68881	2.60634	9.1321	6.85504
18002	Zfp133-ps	'Zfp133-ps	0	0	0	0	1.18644
18003	Polr3f	'Polr3f	5.1382	3.38222	7.84382	5.37667	5.54455
18004	Sec23b	'Sec23b	37.6102	31.2428	42.7156	28.2668	29.5081
18005	Gm561	'Gm561	12.0135	28.8344	17.8526	55.1922	42.7228
18006	Dtd1	'Dtd1	43.1706	43.3825	30.6936	44.5909	41.9626
18007	Gm11743	'Gm11743	0	0	0	0	0
18008	Scp2d1	'Scp2d1	0	0	0	0	0
18009	Slc24a3	'Slc24a3	0	0.773477	0	0	0.149913
18010	Gm14093	'Gm14093	0	0	0	0	0
18011	Gm22731	'Gm22731	0	0	0	0	0
18012	BC039771	'BC039771	0.0331594	0	0	0.0110446	0.0209416
18013	Rin2	'Rin2	2.38192	2.52894	0.707718	0.319778	0.0916355
18014	Gm25026	'Gm25026	0	0	0	0	0
18015	Gm11764	'Gm11764	0	0	0	0	0
18016	Naa20	'Naa20	51.677	58.7815	74.4597	47.5421	68.8959
18017	4930529M08Rik	'4930529M08Rik	0	0	0	0	0
18018	Insm1	'Insm1	0.00419682	0	0	0	0
18019	A930019D19Rik	'A930019D19Rik	0.476112	1.4886	0	0.0426411	0.624239
18020	Gm14117	'Gm14117	0.250549	0.296961	0.0699718	0.231355	0.313041
18021	4933406D12Rik	'4933406D12Rik	0	0	0	0	0
18022	Plk1s1	'Plk1s1	5.67927	1.86243	1.36604	7.70008	5.51265
18023	Xrn2	'Xrn2	41.241	41.0906	48.4729	58.5069	55.8769
18024	Nkx2-2as,Nkx2-2os	'\Nkx2-2as,Nkx2-2os\	0	0.0045973	0	0	0
18025	6430503K07Rik	'6430503K07Rik	0	0	0	0	0
18026	Gm14113	'Gm14113	0	0	0	0	0
18027	Pax1	'Pax1	0	0	0	0	0
18028	Gm14106	'Gm14106	0	0	0	0	0
18029	A530006G24Rik	'A530006G24Rik	0	0	0	0	0
18030	AL845297.1	'AL845297.1	0	0	0	0	0
18031	Gm24221	'Gm24221	0	0	0	0	0
18032	Sstr4	'Sstr4	0	0	0	0	0
18033	Gm14120	'Gm14120	0	0	0	0	0
18034	Gm25866	'Gm25866	0	0	0	0	0
18035	Nxt1	'Nxt1	44.8137	31.0716	60.3593	61.2076	38.0149
18036	Gzf1	'Gzf1	2.65803	2.04476	4.21875	2.00073	9.34482
18037	Cstl1	'Cstl1	0	0	0	0	0
18038	8030411F24Rik	'8030411F24Rik	0	0	0	0	0
18039	Cst12	'Cst12	0	0	0	0	0
18040	Cst8	'Cst8	0	0	0	0	0
18041	Cst13	'Cst13	0	0	0	0	0
18042	Cst9	'Cst9	0	0	0	0	0
18043	Gm14135	'Gm14135	0	0	0	0	0
18044	Gm14131	'Gm14131	0	0	0	0	0
18045	Cst10	'Cst10	0	0	0	0	0
18046	Gm14130	'Gm14130	0.0706516	0	0	0	0.0320949
18047	Syndig1	'Syndig1	0	0	0	0	0
18048	Gm14139	'Gm14139	0	0	0	0	0
18049	Zfp937	'Zfp937	0.373323	1.05365	0.0749111	2.01351	1.42371
18050	Gm14124	'Gm14124	0.0149028	0.0134547	0	0.029813	0.0140833
18051	Gm14125	'Gm14125	0.0232862	0	0	0	2.06467
18052	Gm10130	'Gm10130	3.61886	3.37157	1.75353	8.33128	3.12429
18053	3300002I08Rik	'3300002I08Rik	0.936658	0.632859	0	4.79296	2.71962
18054	Gm14128	'Gm14128	0	0	0	0	0
18055	Cst7	'Cst7	47.5723	62.698	101.321	25.9986	119.575
18056	Gm14123	'Gm14123	0.143138	0.0756454	0.0386362	0.335281	0.0429821
18057	E130215H24Rik	'E130215H24Rik	0.366044	0.670523	0	0.411959	2.92534
18058	Entpd6	'Entpd6	15.935	19.0457	19.2498	16.7183	18.6513
18059	Pygb	'Pygb	11.803	10.7729	18.1901	11.1836	17.7324
18060	Gm23598	'Gm23598	0.00749103	0.0496128	0	0	0.262212
18061	Gins1	'Gins1	0.869094	0.727	0.970817	2.45052	3.31054
18062	Gm14143	'Gm14143	0	0	0	0	0
18063	Gm14141	'Gm14141	0	0	0	0	0
18064	Nanp	'Nanp	0.160777	0.137248	0	0.359526	0.192157
18065	Gm22187	'Gm22187	0	0	0	0	0
18066	Gm14147	'Gm14147	0	0	0	0	0
18067	Gm14145	'Gm14145	0	0	0	0	0
18068	Gm22517	'Gm22517	0	0	0	0	0
18069	Gm14149	'Gm14149	6.81067	10.7828	8.84698	9.69944	9.64038
18070	Gm24077	'Gm24077	0	0	0	0	0
18071	4930442J19Rik	'4930442J19Rik	0	0	0	0	0
18072	Gm14148	'Gm14148	3.42042	4.39281	6.38433	1.84837	3.31619
18073	Gm14150	'Gm14150	0.704082	0.489982	1.24767	0.584259	0.606448
18074	Nsfl1c	'Nsfl1c	85.4029	95.3586	135.737	105.852	78.9318
18075	Fkbp1a	'Fkbp1a	173.652	181.436	195.863	209.627	122.934
18076	Sdcbp2	'Sdcbp2	47.7484	35.5998	106.961	9.12447	24.6814
18077	Tmem74b	'Tmem74b	0.134502	0.0154749	0.118935	0	0.0215604
18078	Gm14155	'Gm14155	0	0	0	0	0
18079	Rspo4	'Rspo4	0	0	0	0	0
18080	Angpt4	'Angpt4	0	0	0	0	0
18081	Slc52a3	'Slc52a3	10.026	5.67634	5.97506	1.52868	0.638026
18082	Scrt2	'Scrt2	0	0	0	0	0
18083	Srxn1	'Srxn1	10.9104	4.99911	24.7666	0	0.585954
18084	Tcf15	'Tcf15	0	0	0	0	0
18085	Csnk2a1	'Csnk2a1	13.1228	18.8838	25.046	20.0396	29.9624
18086	Tbc1d20	'Tbc1d20	9.85847	5.15707	6.85446	7.43511	6.7739
18087	Gm14164	'Gm14164	0	0	0	0	0
18088	Gm14165	'Gm14165	0.1924	0.300369	0.181347	0.8478	0.436471
18089	6820408C15Rik	'6820408C15Rik	0	0	0	0	0
18090	Gm22585	'Gm22585	0	0	0	0	0
18091	Gm14158	'Gm14158	0	0	0	0	0
18092	Gm14156	'Gm14156	0.0322283	0	0	0	0
18093	Defb20	'Defb20	0	0	0	0	0
18094	Defb28	'Defb28	0	0	0	0	0
18095	Gm17416	'Gm17416	0	0	0	0	0
18096	Defb21	'Defb21	0	0	0	0	0
18097	Defb36	'Defb36	0	0	0	0	0
18098	Gm14163	'Gm14163	0	0	0	0	0
18099	Rem1	'Rem1	0.160568	0	0	0	0
18100	H13	'H13	61.6376	34.0301	35.6873	28.9247	35.22
18101	Mcts2	'Mcts2	1.16017	2.15891	0.454122	0.108123	0.735454
18102	Id1	'Id1	6.10091	4.79094	4.01509	0.546731	0.244077
18103	Gm14162	'Gm14162	0.0348411	0	0	0	0.0307816
18104	Cox4i2	'Cox4i2	0.0370969	0	0.672525	0	0
18105	Tpx2	'Tpx2	1.12333	0.789705	8.53549	0.158953	3.48844
18106	Gm24421	'Gm24421	0	0	0	0	0
18107	Mylk2	'Mylk2	0	0	0	0	0
18108	Ttll9	'Ttll9	0.0128331	0.384724	0	0	0.42073
18109	Xkr7	'Xkr7	0	0	0	0	0
18110	Ccm2l	'Ccm2l	0	0	0	0	0
18111	Hck	'Hck	10.9893	9.2219	28.0271	0.0143828	3.07996
18112	Gm25643	'Gm25643	0	0	0	0	0
18113	Tm9sf4	'Tm9sf4	16.2094	12.7457	20.9407	15.0501	16.2005
18114	Pofut1	'Pofut1	2.60266	0.702042	0.712383	5.69	3.83408
18115	Kif3b	'Kif3b	0.732566	1.52191	3.29298	3.14174	2.44687
18116	Asxl1	'Asxl1	1.85892	2.70687	3.27379	4.88084	4.09624
18117	Gm14472	'Gm14472	0.127268	0	0	0	0
18118	4930404H24Rik	'4930404H24Rik	0	0	0	0	0
18119	Dnmt3b	'Dnmt3b	1.37772	0.580884	1.23416	0.742081	0.694074
18120	Gm14490	'Gm14490	0	0	0	0	0
18121	Mapre1	'Mapre1	127.313	95.8476	93.3757	74.6508	84.3153
18122	Efcab8	'Efcab8	0	0	0	0	0
18123	Efcab8	'Efcab8	0	0	0	0	0
18124	Gm14494	'Gm14494	2.22319	1.5533	0.230211	1.73703	1.27924
18125	Efcab8	'Efcab8	0	0	0	0	0
18126	Bpifb2	'Bpifb2	0	0	0	0	0
18127	Bpifb6	'Bpifb6	0	0	0	0	0
18128	Bpifb3	'Bpifb3	0	0	0	0	0
18129	Bpifb4	'Bpifb4	0	0	0	0	0
18130	Bpifa6	'Bpifa6	0	0	0	0	0
18131	Bpifa2	'Bpifa2	0	0.0453234	0	0	0
18132	Gm21850	'Gm21850	0	0	0	0	0
18133	Bpifa3	'Bpifa3	0	0	0	0	0
18134	Bpifa1	'Bpifa1	0.214264	0	0	0	0.156679
18135	Bpifa5	'Bpifa5	0	0	0	0	0
18136	Bpifb1	'Bpifb1	0	0	0	0	0
18137	Bpifb5	'Bpifb5	0	0	0	0	0
18138	Bpifb9a	'Bpifb9a	0	0	0	0	0
18139	Bpifb9b	'Bpifb9b	0	0	0	0	0
18140	Cbfa2t2	'Cbfa2t2	3.9218	2.19965	1.15799	3.0735	4.92491
18141	1700003F12Rik	'1700003F12Rik	0	0	0	0	0
18142	Actl10	'Actl10	0	0	0	0	0
18143	Zfp341	'Zfp341	0.235016	0.0327841	0.0169912	0.655542	0.034187
18144	Chmp4b	'Chmp4b	10.2188	9.39351	14.1567	7.3134	12.5739
18145	Gm14217	'Gm14217	0.864381	0.424724	0.130865	0.388746	0.400555
18146	Raly,a	'\Raly,a\	12.9854	7.11581	18.6556	7.03312	8.20362
18147	Gm14226	'Gm14226	0.0133058	0.0213642	0	0	0.0130534
18148	Itch	'Itch	10.2254	11.6479	3.273	10.4763	14.3104
18149	Dynlrb1	'Dynlrb1	339.232	431.033	552.951	416.154	489.93
18150	Map1lc3a	'Map1lc3a	16.1736	13.1504	9.14598	3.87591	2.24189
18151	Mir695	'Mir695	0	0	0	0	0
18152	Trp53inp2	'Trp53inp2	7.856	4.2193	7.59613	0.006309	0.357924
18153	Acss2	'Acss2	7.71081	5.09953	5.09704	15.0468	6.92337
18154	Gm20704	'Gm20704	0	0	0	0.168747	0
18155	Gm20637	'Gm20637	0	0	0	0	0
18156	0610038P03Rik,Gm14256	'\0610038P03Rik,Gm14256\	0.0547579	0	0	0	0
18157	Myh7b	'Myh7b	0.0390813	0	0	0	0
18158	Mir499	'Mir499	0	0	0	0	0
18159	Procr	'Procr	1.19228	1.64244	13.4809	0	0
18160	Mmp24	'Mmp24	0	0.00525954	0	0.0116656	0.0330125
18161	Gm16098	'Gm16098	0	0	0	0	0
18162	Gm15557	'Gm15557	0	0	0	0	0
18163	Cep250	'Cep250	10.3674	7.70496	0.584859	7.43534	8.279
18164	Ergic3	'Ergic3	111.39	106.72	149.822	86.4234	100.917
18165	Gm14240	'Gm14240	0	0	0	0	0
18166	Spag4	'Spag4	0.00846836	0.0292133	0.461101	0	0
18167	Romo1	'Romo1	143.024	212.955	158.121	213.072	290.173
18168	Phf20	'Phf20	20.7447	33.2471	48.4486	35.0803	25.7165
18169	Cnbd2	'Cnbd2	3.04678	2.46207	4.52077	2.82676	4.70902
18170	Gm14251	'Gm14251	0.449399	0.713358	1.12106	1.3953	1.02688
18171	Gm22316	'Gm22316	0	0	0	0	0
18172	Rpl21-ps9	'Rpl21-ps9	0.046108	0.0587087	0	0	0
18173	Epb4.1l1	'Epb4.1l1	0	0.021526	1.35734	0.231424	0.123805
18174	Aar2	'Aar2	20.0232	10.5405	22.2209	18.6167	15.6829
18175	Gm14168	'Gm14168	0.274807	0.330073	2.29539	0.177415	0.0197724
18176	Dlgap4	'Dlgap4	24.4157	25.5567	37.5867	26.8496	15.0379
18177	Myl9	'Myl9	1.16665	0	0	0	0
18178	Tgif2	'Tgif2	4.49811	4.03538	7.01367	12.9022	7.70212
18179	Metazoa_SRP	'Metazoa_SRP	0	0	0	0.20821	0
18180	1110008F13Rik	'1110008F13Rik	19.6632	5.96401	7.46872	2.87348	7.27147
18181	Gm14248	'Gm14248	0	0	0	0	0
18182	Tldc2	'Tldc2	0	0	0	0	0
18183	Rbl1	'Rbl1	0	0	0	2.87038	0
18184	Gm14277	'Gm14277	0	0	0	0	0
18185	Rpn2	'Rpn2	155.76	124.327	135.556	103.153	94.1189
18186	Manbal	'Manbal	44.5023	36.1001	64.2206	27.2431	27.9818
18187	Src	'Src	1.83147	1.25774	2.0917	0	0.0763976
18188	Nnat	'Nnat	0.109947	0.014889	0	0	0.112454
18189	Gm23463	'Gm23463	0	0	0	0	0
18190	Ctnnbl1	'Ctnnbl1	22.1312	22.3368	37.7207	37.4996	21.0025
18191	Gm14176	'Gm14176	2.32648	2.06728	3.48531	1.28634	1.36531
18192	Vstm2l	'Vstm2l	0	0	0	0	0
18193	Rprd1b	'Rprd1b	6.72786	5.16283	4.0573	7.96054	7.40653
18194	Gm20412	'Gm20412	15.1624	14.4749	20.7958	0	0.198696
18195	1700060C20Rik	'1700060C20Rik	0	0	0	0	0
18196	Bpi	'Bpi	0	0	0	0	0
18197	Lbp	'Lbp	0.0326316	0.517269	0	0.727225	3.39293
18198	Gm25187,Snhg11	'\Gm25187,Snhg11\	0.0118025	0.0305475	0.0322232	0.00748487	0.0118061
18199	Gm25129	'Gm25129	0	0	0	0	0
18200	Ralgapb	'Ralgapb	6.11619	4.3738	4.47808	3.40089	5.12708
18201	Gm24379	'Gm24379	0	0	0	0	0
18202	Adig	'Adig	0.218824	0	0	0	0
18203	Arhgap40	'Arhgap40	0	0	0	0	0.106421
18204	Slc32a1	'Slc32a1	0.138688	0.195982	0.054893	0	0
18205	Actr5,Mir3474	'\Actr5,Mir3474\	2.19491	3.76651	4.91903	1.85794	1.63192
18206	Ppp1r16b	'Ppp1r16b	200.844	163.961	77.2994	31.7214	36.7399
18207	Gm26141	'Gm26141	0	0	0	0	0
18208	Fam83d	'Fam83d	3.52461	3.82095	5.5398	0.191835	0.389914
18209	Dhx35	'Dhx35	2.36861	3.10372	4.61469	4.18184	3.94935
18210	Gm25090	'Gm25090	0	0	0	0	0
18211	4933416E03Rik,Gm14220	'\4933416E03Rik,Gm14220\	0	0	0	0	0
18212	9130015L21Rik	'9130015L21Rik	0	0	0	0	0
18213	Gm14222	'Gm14222	0	0	0	0	0
18214	Gm23968	'Gm23968	0	5.6256	0	0	3.02073
18215	Top1	'Top1	71.0008	89.2581	117.79	69.7201	34.9528
18216	Plcg1	'Plcg1	10.793	10.7927	6.9306	17.2316	14.0707
18217	Gm11447	'Gm11447	0	0	0	0	0.0193957
18218	Lpin3	'Lpin3	0.0524416	0.00890973	0	0.634641	0.154539
18219	Gm25561	'Gm25561	0.29366	0.386195	0.0090431	0.874043	0.102814
18220	Chd6	'Chd6	0.878864	0.97433	0	0.559381	0.0413239
18221	Gm14243	'Gm14243	0	0	0	0	0
18222	Gm11448	'Gm11448	0	0	0	0	0
18223	Gm14241	'Gm14241	0	0	0	0	0
18224	C330008G21Rik	'C330008G21Rik	0	0	0	0	0
18225	9430021M05Rik	'9430021M05Rik	0	0	0	0	0
18226	Gm14246	'Gm14246	0	0	0	0	0
18227	Gm22936	'Gm22936	0	0	0	0	0
18228	Gm11450	'Gm11450	0	0	0	0	0
18229	Gm11452	'Gm11452	0	0	0	0	0
18230	Srsf6	'Srsf6	16.3632	14.0427	12.7051	20.6183	17.223
18231	L3mbtl1	'L3mbtl1	0.203481	0	0	0	0
18232	Sgk2	'Sgk2	0	0	0	0	0
